task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_interval_collapsed,Iranian-17,dft,none,7,1391017645,False,0.8693,4,3,0.9723,2.3345,3,0.6925,0.6822,0.0005,0.6177,0.7712,0.1313,0.4511
iran_interval_collapsed,Iranian-17,dft,none,7,1391017645,False,0.8693,5,7,0.7929,2.0768,12,0.5919,0.4171,0.02199,0.6077,0.7541,0.066,0.518
iran_interval_collapsed,Iranian-17,dft,none,7,1391017645,False,0.8693,6,5,0.8876,-2.3572,5,0.6317,0.5348,0.001,0.6079,0.7443,0.0638,0.4672
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,0,11,0.6513,-2.9078,11,0.6332,0.3126,0.26737,0.6103,0.7527,0.3843,0.459
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,1,5,0.7994,-2.869,5,0.7701,0.436,0.01449,0.6054,0.7448,0.2214,0.5238
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,2,3,0.9321,-1.306,9,0.3444,0.6278,0.0005,0.6136,0.7645,0.1209,0.4365
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,3,10,0.9424,-0.4855,10,0.8444,0.6388,0.001,0.6146,0.7675,0.3353,0.5177
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,4,7,0.7409,-0.1283,7,0.7348,0.3756,0.05447,0.6025,0.7444,0.0442,0.4867
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,5,7,0.8853,-0.7405,7,0.6565,0.5187,0.0005,0.6076,0.7445,0.2607,0.4746
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1391017645,False,0.9346,6,12,0.9824,-0.0,12,0.9824,0.6003,0.0015,0.6047,0.7464,0.0319,0.5277
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,0,9,0.7001,-1.4767,7,0.3529,0.3387,0.12444,0.6059,0.7445,0.1861,0.4774
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,1,9,0.5037,0.978,2,0.4832,0.1792,0.92804,0.6046,0.741,0.0834,0.4863
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,2,5,0.5274,0.4141,5,0.4832,0.1877,0.77011,0.5787,0.6922,0.1028,0.4626
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,3,4,0.5421,0.7127,11,0.4198,0.2074,0.77761,0.605,0.7445,0.0513,0.4727
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,4,1,0.5321,-1.3894,7,0.3686,0.1913,0.81809,0.5972,0.73,0.2065,0.4988
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,5,2,0.476,-2.2037,6,0.4157,0.1663,0.98251,0.6101,0.7598,0.0456,0.5171
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1391017645,False,0.5948,6,7,0.5164,0.6037,7,0.4241,0.1839,0.85857,0.5927,0.7148,0.1368,0.4893
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,0,12,0.9709,-0.0,12,0.9709,0.594,0.0005,0.6093,0.7451,0.2075,0.4801
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,1,7,0.9606,2.3872,7,0.7034,0.6137,0.0005,0.6131,0.7649,0.1398,0.4657
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,2,2,0.9363,-0.1804,2,0.9229,0.6524,0.001,0.6176,0.774,0.0012,0.4941
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,3,3,0.9705,-0.8135,3,0.6871,0.6781,0.0005,0.6145,0.766,0.2038,0.4684
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,4,5,0.8321,0.9965,5,0.4575,0.4743,0.0005,0.5873,0.6931,0.002,0.4362
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,5,8,0.7918,-1.5883,9,0.3837,0.4593,0.02349,0.6108,0.7534,0.0567,0.481
iran_interval_collapsed,Iranian-17,dft,none,7,652791867,False,0.9281,6,6,0.9623,-0.51,6,0.9057,0.8265,0.0005,0.6146,0.7638,0.1654,0.4833
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,0,12,0.9789,-0.0,12,0.9789,0.5971,0.0015,0.6103,0.751,0.1512,0.5547
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,1,7,0.8842,2.2081,12,0.5776,0.5139,0.0015,0.6114,0.7524,0.107,0.4922
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,2,5,0.8046,0.8574,5,0.5304,0.4417,0.007,0.6059,0.738,0.1577,0.4901
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,3,7,0.5305,0.8729,3,0.4435,0.1851,0.78261,0.581,0.6936,0.0547,0.4365
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,4,6,0.9458,-0.742,6,0.8152,0.7271,0.0005,0.6163,0.7655,0.1467,0.4711
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,5,3,0.9921,1.8992,3,0.366,0.7028,0.0005,0.6113,0.7541,0.2672,0.4588
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,652791867,False,0.915,6,10,0.9426,-2.8176,10,0.8989,0.6578,0.0005,0.6122,0.7545,0.1007,0.5057
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,0,6,0.6497,-1.6325,11,0.5548,0.2683,0.25187,0.6018,0.7352,0.1442,0.4751
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,1,3,0.543,-1.8225,12,0.4096,0.2051,0.73963,0.5918,0.718,0.112,0.4899
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,2,3,0.5165,2.8199,3,0.4909,0.1956,0.89255,0.6068,0.7538,0.0316,0.4932
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,3,9,0.629,-2.5546,1,0.5831,0.2798,0.27186,0.5916,0.7177,0.0995,0.4968
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,4,8,0.5965,-0.129,8,0.5909,0.2463,0.48826,0.6015,0.7334,0.4512,0.4664
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,5,9,0.6414,2.9925,9,0.6342,0.281,0.27586,0.5994,0.7272,0.4093,0.5237
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,652791867,False,0.6471,6,6,0.7072,-1.0591,11,0.6273,0.3457,0.11494,0.6066,0.75,0.1432,0.5027
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,0,12,0.9869,3.1416,12,0.9869,0.6071,0.001,0.6127,0.7504,0.0256,0.436
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,1,3,0.97,3.0637,3,0.9671,0.6615,0.0005,0.6101,0.7572,0.1519,0.4943
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,2,3,0.9126,-1.8518,9,0.3903,0.5703,0.0005,0.6166,0.7727,0.2091,0.5059
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,3,5,0.9199,-2.4573,5,0.7154,0.5596,0.0005,0.6057,0.7469,0.0346,0.4271
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,4,1,0.8011,-2.5105,1,0.6565,0.4424,0.009,0.6044,0.7447,0.186,0.5108
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,5,7,0.9264,2.6587,7,0.8215,0.578,0.0005,0.6134,0.7661,0.3279,0.4642
iran_interval_collapsed,Iranian-17,dft,none,7,1154673685,False,0.9346,6,10,0.9166,-0.4567,10,0.8323,0.6002,0.0015,0.6099,0.7559,0.3438,0.5167
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,0,4,0.7215,2.7742,4,0.6676,0.3656,0.09295,0.6079,0.7521,0.1269,0.4898
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,1,2,0.9451,-2.943,2,0.9287,0.6649,0.0005,0.6158,0.761,0.0693,0.5173
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,2,5,0.7644,0.5807,5,0.6405,0.404,0.01649,0.5937,0.7252,0.2603,0.5203
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,3,12,0.9831,3.1416,12,0.9831,0.5997,0.0005,0.609,0.7459,0.1076,0.4628
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,4,8,0.9295,-0.106,8,0.9236,0.5628,0.0005,0.6084,0.7533,0.3607,0.4537
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,5,7,0.8353,2.5044,7,0.6733,0.4793,0.0005,0.5907,0.7217,0.1785,0.5299
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1154673685,False,0.902,6,7,0.9063,-2.2394,7,0.5569,0.56,0.0015,0.6125,0.7638,0.079,0.4631
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,0,12,0.4822,3.1416,12,0.4822,0.1669,0.97501,0.6106,0.7563,0.0869,0.4472
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,1,2,0.5454,-2.7888,2,0.5155,0.2098,0.76362,0.5996,0.732,0.106,0.4484
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,2,2,0.6408,0.8489,8,0.512,0.2868,0.27986,0.6022,0.7385,0.4016,0.4432
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,3,11,0.4793,-2.3474,6,0.411,0.1662,0.97351,0.5946,0.7234,0.3567,0.4631
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,4,4,0.5851,1.2214,12,0.2908,0.2446,0.55322,0.604,0.7401,0.1167,0.4775
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,5,7,0.5674,2.0195,12,0.4602,0.2276,0.67066,0.6104,0.7584,0.3628,0.4833
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1154673685,False,0.6536,6,2,0.5738,-1.1098,11,0.3348,0.2316,0.63568,0.6057,0.7402,0.4314,0.4701
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,0,12,0.9624,3.1416,12,0.9624,0.5805,0.0015,0.6085,0.7445,0.1495,0.4354
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,1,5,0.9457,-2.9763,5,0.9329,0.5989,0.0005,0.6093,0.7544,0.1526,0.4771
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,2,11,0.9163,0.0394,11,0.9156,0.5793,0.001,0.6131,0.7642,0.1492,0.4297
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,3,5,0.5576,-0.9179,4,0.4564,0.2198,0.68916,0.5992,0.7291,0.3565,0.4811
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,4,7,0.8683,-1.2233,2,0.3527,0.5194,0.0015,0.607,0.7521,0.1928,0.5125
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,5,9,0.9492,0.5533,9,0.8153,0.6557,0.0005,0.6112,0.7613,0.2224,0.4882
iran_interval_collapsed,Iranian-17,dft,none,7,2005336760,False,0.9216,6,6,0.9103,-3.1314,6,0.9103,0.7644,0.001,0.6148,0.7607,0.1625,0.4704
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,0,12,0.8547,3.1416,12,0.8547,0.4677,0.0045,0.6109,0.7598,0.1532,0.4826
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,1,5,0.9645,-2.9921,5,0.9538,0.6251,0.0005,0.6075,0.7546,0.0955,0.4614
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,2,11,0.9404,2.2774,11,0.6343,0.6038,0.001,0.612,0.7606,0.3906,0.5098
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,3,12,0.9778,-0.0,12,0.9778,0.5991,0.0025,0.6075,0.7495,0.1393,0.5039
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,4,7,0.9129,-1.3466,12,0.3791,0.5595,0.0015,0.6101,0.7518,0.0141,0.4922
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,5,9,0.9812,-1.6671,4,0.2345,0.6769,0.0005,0.6125,0.7594,0.0516,0.4658
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,2005336760,False,0.902,6,1,0.9712,-0.5756,1,0.8056,0.64,0.0005,0.6135,0.7541,0.2565,0.4894
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,0,2,0.6189,2.3293,2,0.4395,0.2763,0.3908,0.606,0.74,0.5617,0.4807
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,1,1,0.5743,1.7235,11,0.2997,0.2211,0.5917,0.5974,0.7239,0.1162,0.4623
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,2,5,0.526,1.4104,6,0.4392,0.1986,0.84908,0.6057,0.7452,0.0754,0.4507
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,3,11,0.7039,2.7319,11,0.6483,0.3432,0.10845,0.6079,0.7423,0.2764,0.4956
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,4,9,0.6223,-3.0572,9,0.6202,0.2739,0.32484,0.5952,0.7215,0.2333,0.4811
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,5,3,0.5933,-1.4787,10,0.4787,0.2434,0.52724,0.6048,0.748,0.2322,0.5077
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,2005336760,False,0.7059,6,8,0.5779,-1.3101,6,0.4181,0.2481,0.61069,0.6087,0.7493,0.0088,0.4795
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,0,5,0.8999,-2.9503,5,0.8836,0.5441,0.0015,0.6117,0.7601,0.1137,0.4631
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,1,3,0.9547,2.1152,3,0.527,0.6618,0.0005,0.6128,0.7598,0.154,0.4325
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,2,7,0.9162,1.8653,12,0.3894,0.5719,0.0005,0.6072,0.7454,0.0045,0.4313
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,3,12,0.9447,3.1416,12,0.9447,0.5646,0.0005,0.6034,0.74,0.1562,0.48
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,4,4,0.99,1.6076,11,0.2272,0.7164,0.0005,0.6123,0.7588,0.2631,0.4766
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,5,12,0.9317,3.1416,12,0.9317,0.5361,0.001,0.6016,0.7365,0.076,0.5155
iran_interval_collapsed,Iranian-17,dft,none,7,1028834700,False,0.8693,6,11,0.9646,-0.2541,11,0.9346,0.6297,0.0005,0.6107,0.7604,0.1871,0.5021
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,0,7,0.9095,-0.6296,7,0.7372,0.558,0.0005,0.61,0.7545,0.2741,0.5452
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,1,6,0.9851,2.7185,6,0.9464,0.9057,0.0005,0.6126,0.7733,0.0147,0.5003
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,2,9,0.9481,0.6746,9,0.7532,0.656,0.0005,0.6142,0.7613,0.1739,0.4978
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,3,12,0.9799,3.1416,12,0.9799,0.5923,0.001,0.6071,0.75,0.0604,0.4842
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,4,11,0.9246,-1.5181,7,0.3109,0.5882,0.0005,0.6123,0.7593,0.314,0.4966
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,5,12,0.9032,3.1416,12,0.9032,0.5145,0.001,0.6061,0.7424,0.0962,0.4703
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1028834700,False,0.8954,6,5,0.7696,-2.6345,5,0.6737,0.404,0.02149,0.6052,0.74,0.3724,0.4907
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,0,2,0.5406,2.6428,2,0.4812,0.2138,0.78161,0.602,0.738,0.1774,0.4554
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,1,9,0.5727,0.034,9,0.5724,0.2314,0.54273,0.5869,0.7074,0.0912,0.4735
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,2,8,0.6605,-2.7541,8,0.6058,0.3016,0.08296,0.5699,0.6763,0.5079,0.499
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,3,3,0.5231,-1.4912,6,0.381,0.1971,0.86907,0.6021,0.7348,0.1611,0.5032
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,4,7,0.7628,-2.7898,7,0.7157,0.4064,0.02499,0.5998,0.7344,0.2556,0.4395
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,5,3,0.5136,1.451,1,0.3595,0.1868,0.88556,0.5957,0.7197,0.4197,0.4531
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1028834700,False,0.6797,6,9,0.5795,0.071,9,0.578,0.2325,0.56972,0.5968,0.7221,0.3293,0.4337
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,0,5,0.9404,-2.3889,5,0.6897,0.5985,0.0005,0.6075,0.7527,0.0052,0.4436
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,1,12,0.9688,3.1416,12,0.9688,0.5869,0.0005,0.6077,0.7415,0.0534,0.4482
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,2,1,0.9641,2.3641,1,0.6673,0.6294,0.0005,0.6098,0.754,0.4954,0.4646
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,3,7,0.5982,2.3542,7,0.4245,0.2519,0.46577,0.5964,0.7169,0.2057,0.5281
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,4,3,0.9526,-2.3671,3,0.6626,0.6123,0.0005,0.6111,0.7647,0.1706,0.5024
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,5,10,0.8775,2.93,10,0.8602,0.5589,0.002,0.6162,0.7762,0.1563,0.4657
iran_interval_collapsed,Iranian-17,dft,none,7,507523677,False,0.8562,6,3,0.9492,-0.7917,3,0.6857,0.6638,0.0005,0.6137,0.7597,0.2036,0.5103
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,0,3,0.9698,-0.7717,3,0.7131,0.6881,0.0005,0.6119,0.7645,0.16,0.4224
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,1,10,0.9185,1.6341,4,0.3756,0.5666,0.002,0.6182,0.772,0.2647,0.4696
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,2,5,0.967,2.3574,5,0.6807,0.6335,0.0005,0.6121,0.7607,0.0163,0.4036
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,3,7,0.9743,2.3264,7,0.6722,0.6352,0.0005,0.6094,0.757,0.1082,0.489
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,4,11,0.889,-1.9472,9,0.378,0.5322,0.002,0.613,0.7617,0.0046,0.4798
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,5,4,0.9939,-0.5117,4,0.8531,0.675,0.0005,0.6089,0.748,0.1344,0.4962
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,507523677,False,0.9281,6,12,0.9543,-0.0,12,0.9543,0.5727,0.0005,0.6078,0.7471,0.1865,0.4924
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,0,9,0.5665,-0.875,12,0.3795,0.2176,0.69915,0.6124,0.756,0.4294,0.4627
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,1,11,0.5693,0.7776,4,0.4334,0.2217,0.63068,0.6036,0.7415,0.1038,0.5068
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,2,3,0.5786,2.9057,3,0.5631,0.2327,0.5912,0.603,0.7356,0.1269,0.4799
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,3,4,0.5672,-1.997,2,0.4029,0.2249,0.68466,0.6081,0.7444,0.1665,0.4355
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,4,9,0.5393,1.0309,7,0.4064,0.1934,0.7936,0.6022,0.7407,0.3874,0.5198
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,5,6,0.5773,-1.2442,11,0.376,0.2195,0.61069,0.6085,0.7498,0.281,0.447
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,507523677,False,0.6732,6,9,0.6177,1.3242,3,0.3726,0.269,0.41429,0.6093,0.7489,0.259,0.4963
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,0,3,0.9892,-0.8823,3,0.6534,0.7125,0.0005,0.6126,0.7552,0.1383,0.4576
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,1,12,0.9856,3.1416,12,0.9856,0.6011,0.0005,0.6056,0.748,0.0554,0.4977
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,2,11,0.9068,-2.0935,11,0.4174,0.5617,0.002,0.6141,0.7659,0.1824,0.5057
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,3,5,0.7257,-2.4192,5,0.5468,0.3625,0.09395,0.6105,0.7668,0.5432,0.4411
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,4,9,0.9099,-0.6509,9,0.7126,0.5586,0.001,0.6127,0.7627,0.3721,0.4432
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,5,6,0.8672,-0.6965,6,0.7641,0.6114,0.004,0.6074,0.7499,0.3358,0.4695
iran_interval_collapsed,Iranian-17,dft,none,7,1968052986,False,0.9542,6,5,0.9133,-2.3096,5,0.6192,0.5594,0.001,0.6066,0.7459,0.3105,0.4733
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,0,8,0.9105,3.1086,8,0.9099,0.5718,0.0005,0.6069,0.7384,0.364,0.4655
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,1,12,0.9723,3.1416,12,0.9723,0.5877,0.001,0.6071,0.7427,0.0113,0.4914
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,2,11,0.9066,2.5213,11,0.7481,0.5693,0.001,0.6119,0.7563,0.3025,0.5228
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,3,6,0.9192,0.8061,6,0.764,0.6626,0.001,0.6101,0.7635,0.1818,0.4764
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,4,7,0.7987,-1.4627,2,0.3113,0.4333,0.01149,0.604,0.7406,0.0724,0.4551
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,5,9,0.9507,1.5547,2,0.2422,0.6402,0.0005,0.608,0.7505,0.0791,0.4476
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,1968052986,False,0.9542,6,5,0.8403,-2.5389,5,0.694,0.4666,0.003,0.6078,0.7541,0.2346,0.4605
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,0,10,0.5885,-1.578,7,0.5682,0.2273,0.43978,0.5842,0.7006,0.1492,0.4845
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,1,2,0.629,2.8968,2,0.6124,0.2737,0.37731,0.6122,0.7595,0.1185,0.4567
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,2,10,0.4758,1.8429,8,0.4538,0.1629,0.98351,0.6101,0.7521,0.1329,0.4977
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,3,6,0.6026,1.8527,11,0.5997,0.2341,0.47376,0.6029,0.7362,0.0235,0.483
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,4,8,0.742,1.3768,2,0.3092,0.3897,0.04148,0.5993,0.7342,0.1888,0.4551
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,5,1,0.5737,1.0609,6,0.3899,0.2335,0.56122,0.5891,0.7088,0.2647,0.481
iran_interval_collapsed,Iranian-17,dft,label_shuffled,7,1968052986,False,0.6863,6,4,0.5022,-2.4746,4,0.3849,0.181,0.93303,0.6061,0.7463,0.0145,0.4769
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,0,1,0.9838,-0.5188,1,0.8474,0.6604,0.0005,0.6095,0.7571,0.2882,0.483
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,1,2,0.6089,-1.5616,6,0.3379,0.257,0.45077,0.6076,0.7465,0.1058,0.4663
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,2,3,0.9279,-2.3342,3,0.6218,0.5915,0.0005,0.607,0.7467,0.0506,0.4446
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,3,9,0.9639,-2.1605,9,0.5662,0.6787,0.0005,0.6148,0.7613,0.0655,0.4459
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,4,7,0.8855,-0.3579,7,0.8298,0.533,0.0005,0.6099,0.7483,0.2214,0.5294
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,5,12,0.9759,-0.0,12,0.9759,0.5955,0.001,0.6107,0.7571,0.1069,0.4521
iran_interval_collapsed,Iranian-17,dft,none,7,971649208,False,0.915,6,5,0.9523,-1.7174,12,0.5024,0.6041,0.0005,0.6104,0.7594,0.2028,0.4879
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,971649208,False,0.8693,0,10,0.9369,2.9525,10,0.9221,0.6535,0.0005,0.6143,0.7667,0.322,0.5109
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,971649208,False,0.8693,1,7,0.9509,-0.824,7,0.6501,0.6088,0.0005,0.606,0.7497,0.201,0.4771
iran_interval_collapsed,Iranian-17,dft,input_shuffled,7,971649208,False,0.8693,2,5,0.9109,-2.3127,5,0.6196,0.559,0.0005,0.6026,0.7293,0.0859,0.4611
