stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
24,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,100-200-200,e+f+g+a
25,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,200-100-200,e+fsori+g+a
26,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,6,200-200-100,e+fsori+aflat+a
27,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,100-200-200,f+fsori+aflat+bflat
28,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,150-150-200,f+fsharp+aflat+bflat
29,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,150-200-150,f+fsharp+akoron+bflat
30,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,150-250-100,f+fsharp+a+bflat
31,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,200-100-200,f+g+aflat+bflat
32,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5,200-150-150,f+g+akoron+bflat
33,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,6,200-200-100,f+g+a+bflat
34,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,100-200-200,fsori+g+a+bkoron
35,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,4,200-100-200,fsori+aflat+a+bkoron
36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,6,200-200-100,fsori+aflat+bflat+bkoron
37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,150-200-150,fsharp+aflat+bflat+b
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,200-150-150,fsharp+akoron+bflat+b
39,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,100-200-200,g+aflat+bflat+c
40,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,150-150-200,g+akoron+bflat+c
41,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,150-250-100,g+akoron+bkoron+c
42,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,200-100-200,g+a+bflat+c
43,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,200-200-100,g+a+bkoron+c
44,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,100-200-200,aflat+a+bkoron+dflat
45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,200-100-200,aflat+bflat+bkoron+dflat
46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,200-150-150,aflat+bflat+b+dflat
47,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,200-200-100,aflat+bflat+c+dflat
48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,150-150-200,akoron+bflat+b+dkoron
49,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,150-200-150,akoron+bflat+c+dkoron
50,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100-200-200,a+bflat+c+d
51,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,200-100-200,a+bkoron+c+d
52,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6,200-200-100,a+bkoron+dflat+d
53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,100-200-200,bflat+bkoron+dflat+eflat
54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,150-150-200,bflat+b+dflat+eflat
55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,150-200-150,bflat+b+dkoron+eflat
56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,150-250-100,bflat+b+d+eflat
57,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,200-100-200,bflat+c+dflat+eflat
58,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,200-150-150,bflat+c+dkoron+eflat
59,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,200-200-100,bflat+c+d+eflat
60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100-200-200,bkoron+c+d+e
61,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,200-100-200,bkoron+dflat+d+e
62,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,200-200-100,bkoron+dflat+eflat+e
